DOI,file_name,Study,Question,Column,Answer,OG_answer,Accurate?,Comments
10.1021/acs.est.8b04849,Ašmonaitė et al. - 2018 - Size Matters Ingestion of Relatively Large Microp.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Ašmonaitė et al. - 2018 - Size Matters Ingestion of Relatively Large Microp.txt,"What is the species focused on in the study? Acceptable answers are the scientific species name or """"Not reported"""".",Species,The species focused on in the study is not reported.[next_chunk]Not reported.[next_chunk]Not reported.[next_chunk]The study focuses on zebrafish (Danio rerio) and rainbow trout (Oncorhynchus mykiss).[next_chunk]The study focuses on two species: rainbow trout (Oncorhynchus mykiss) and three-spine stickleback (Gasterosteus aculeatus).[next_chunk]Not reported.[next_chunk]Zebrafish (Danio rerio)[next_chunk]Rainbow trout.[next_chunk]Not reported.[next_chunk]Not reported.[next_chunk]Not reported.[next_chunk]NULL[next_chunk]NULL[next_chunk]NULL[next_chunk]Not reported.,Oncorhynchus mykiss,No,
10.1021/acs.est.8b04849,Ašmonaitė et al. - 2018 - Size Matters Ingestion of Relatively Large Microp.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Ašmonaitė et al. - 2018 - Size Matters Ingestion of Relatively Large Microp.txt,What test tempurature was used pu the exposure? Provide the tempurature or state Not Reported.,Exposure Media Tempurature,The temperature used for the exposure test was not reported in the excerpt.[next_chunk]The temperature used for the exposure in the peer-reviewed manuscript on microplastic toxicity is not reported.[next_chunk]The test temperature used for the exposure was not reported in the excerpt.[next_chunk]The temperature used for the exposure test was not reported in the excerpt.[next_chunk]The test temperature used for the exposure was not reported in the excerpt.[next_chunk]The test temperature used in the exposure was not reported in the excerpt.[next_chunk]The temperature used in the exposure test was not reported in the excerpt.[next_chunk]The test temperature used in the exposure was not reported in the excerpt.[next_chunk]The temperature used for the exposure test was not reported in the excerpt.[next_chunk]The temperature used for the exposure test was not reported in the excerpt.[next_chunk]The temperature used in the exposure test was not reported in the excerpt.[next_chunk]NULL[next_chunk]NULL[next_chunk]NULL[next_chunk]Not Reported.,,Yes,
10.1021/acs.est.8b04849,Ašmonaitė et al. - 2018 - Size Matters Ingestion of Relatively Large Microp.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Ašmonaitė et al. - 2018 - Size Matters Ingestion of Relatively Large Microp.txt,What test duration was used at the exposure? Provide the duration or state Not Reported.,Exposure Duration,The test duration used at the exposure is not reported in the excerpt.[next_chunk]There is no mention of a specific test duration for the exposure in the excerpt. The duration is stated as Not Reported.[next_chunk]The manuscript does not provide information on the test duration used at the exposure.[next_chunk]The duration of the exposure test was not reported in the excerpt.[next_chunk]The test duration used at the exposure was not reported in the excerpt.[next_chunk]The duration of the test at the exposure was not reported in the excerpt.[next_chunk]The test duration used at the exposure is not reported in the excerpt.[next_chunk]The test duration for the exposure was not reported in the excerpt.[next_chunk]The duration of the exposure test was not reported in the excerpt.[next_chunk]The test duration used at the exposure is not reported in the excerpt.[next_chunk]Not reported.[next_chunk]NULL[next_chunk]NULL[next_chunk]NULL[next_chunk]Not Reported.,28,No,
10.1021/acs.est.8b04849,Ašmonaitė et al. - 2018 - Size Matters Ingestion of Relatively Large Microp.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Ašmonaitė et al. - 2018 - Size Matters Ingestion of Relatively Large Microp.txt,Was the exposure chronic or acute? Acceptable answers are Chronic or Acute.,Acute/Chronic,"The manuscript does not provide information on whether the exposure was chronic or acute.[next_chunk]The manuscript does not provide information on the type of exposure being discussed.[next_chunk]The manuscript does not provide information on whether the exposure was chronic or acute.[next_chunk]The manuscript does not provide information on whether the exposure was chronic or acute.[next_chunk]The manuscript does not provide a clear answer to this question as it depends on the specific study being discussed. Some studies may have used chronic exposure while others may have used acute exposure.[next_chunk]The manuscript does not provide enough information to determine whether the exposure was chronic or acute.[next_chunk]The manuscript does not provide information on whether the exposure was chronic or acute.[next_chunk]The manuscript does not provide a clear answer to whether the exposure was chronic or acute.[next_chunk]The manuscript does not provide a clear answer to this question.[next_chunk]The manuscript does not provide information on whether the exposure was chronic or acute.[next_chunk]The manuscript does not provide a clear answer to whether the exposure was chronic or acute. However, it does mention that many (eco)toxicological studies investigating the potential impacts of microplastics on biota have employed high exposure concentrations that lack[next_chunk]NULL[next_chunk]NULL[next_chunk]NULL[next_chunk]The exposure in our study was chronic, as the microplastic particles were continuously present in the aquatic environment for a period of 30 days.",Chronic,No,
10.1021/acs.est.8b04849,Ašmonaitė et al. - 2018 - Size Matters Ingestion of Relatively Large Microp.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Ašmonaitė et al. - 2018 - Size Matters Ingestion of Relatively Large Microp.txt,How many treatment groups or doses were used for a given condition? Provide the number of groups.,Treatment Groups,"The manuscript does not provide information on the number of treatment groups or doses used for a given condition.[next_chunk]The manuscript does not provide information on the number of treatment groups or doses used for a given condition.[next_chunk]The manuscript does not provide information on the number of treatment groups or doses used for a given condition as it focuses on the ecotoxicological impacts of microplastics.[next_chunk]The manuscript does not provide information on the number of treatment groups or doses used for a given condition.[next_chunk]The number of treatment groups or doses used for a given condition is not specified in the excerpt.[next_chunk]There is no information provided in the excerpt about the number of treatment groups or doses used for a given condition.[next_chunk]The manuscript does not provide information on the number of treatment groups or doses used for a given condition.[next_chunk]The number of treatment groups or doses used for a given condition is not specified in the excerpt.[next_chunk]The number of treatment groups or doses used for a given condition is not specified in the excerpt.[next_chunk]The manuscript does not provide information on the number of treatment groups or doses used for a given condition.[next_chunk]The manuscript does not provide information on the number of treatment groups or doses used for a given condition.[next_chunk]NULL[next_chunk]NULL[next_chunk]NULL[next_chunk]The number of treatment groups or doses used for a given condition varied depending on the specific experiment. However, all experiments included at least one control group and one or more treatment groups. The number of treatment groups ranged from 2 to 5,",1,No,
10.1021/acs.est.8b04849,Ašmonaitė et al. - 2018 - Size Matters Ingestion of Relatively Large Microp.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Ašmonaitė et al. - 2018 - Size Matters Ingestion of Relatively Large Microp.txt,How many times was the experiment replicated? Provide the number of times.,Replicates,The number of times the experiment was replicated is not provided in the excerpt.[next_chunk]The manuscript does not provide information on the number of times the experiment was replicated as it does not describe a specific experiment. It is a review article on microplastic toxicity.[next_chunk]The manuscript does not provide information on the number of times the experiment was replicated as it is a review article summarizing existing research on microplastic toxicity.[next_chunk]The number of times the experiment was replicated is not mentioned in the excerpt.[next_chunk]The number of times the experiment was replicated is not provided in the excerpt.[next_chunk]The number of times the experiment was replicated is not provided in the excerpt.[next_chunk]The number of times the experiment was replicated is not provided in the excerpt.[next_chunk]The number of times the experiment was replicated is not specified in the excerpt.[next_chunk]The number of times the experiment was replicated is not explicitly stated in the excerpt.[next_chunk]The number of times the experiment was replicated is not specified in the excerpt.[next_chunk]The number of times the experiment was replicated is not mentioned in the excerpt.[next_chunk]NULL[next_chunk]NULL[next_chunk]NULL[next_chunk]The number of times the experiment was replicated is not provided in this excerpt.,6,No,
10.1021/acs.est.8b04849,Ašmonaitė et al. - 2018 - Size Matters Ingestion of Relatively Large Microp.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Ašmonaitė et al. - 2018 - Size Matters Ingestion of Relatively Large Microp.txt,How large was the sample size per replicate? Report the size.,Sample Size,"The manuscript does not provide information on the sample size per replicate.[next_chunk]The manuscript does not provide information on the sample size per replicate.[next_chunk]The manuscript does not provide information on the sample size per replicate.[next_chunk]The manuscript does not provide information on the sample size per replicate.[next_chunk]The manuscript does not provide information on the sample size per replicate.[next_chunk]The manuscript does not provide information on the sample size per replicate.[next_chunk]The manuscript does not provide information on the sample size per replicate.[next_chunk]The sample size per replicate is not explicitly stated in the excerpt.[next_chunk]The sample size per replicate is not explicitly stated in the excerpt.[next_chunk]The manuscript does not provide information on the sample size per replicate.[next_chunk]The manuscript does not provide information on the sample size per replicate.[next_chunk]NULL[next_chunk]NULL[next_chunk]NULL[next_chunk]Unfortunately, the provided excerpt does not contain information on the sample size per replicate. Please provide more context or information from the manuscript for me to accurately answer this question.",2,No,
10.1021/acs.est.8b04849,Ašmonaitė et al. - 2018 - Size Matters Ingestion of Relatively Large Microp.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Ašmonaitė et al. - 2018 - Size Matters Ingestion of Relatively Large Microp.txt,How frequent were doses administered to the test organisms?,Dosing Frequency,The manuscript does not provide information on the frequency of doses administered to the test organisms.[next_chunk]The manuscript does not provide information on the frequency of doses administered to the test organisms.[next_chunk]The manuscript does not provide information on the frequency of doses administered to test organisms.[next_chunk]The manuscript does not provide information on the frequency of doses administered to the test organisms.[next_chunk]The manuscript does not provide information on the frequency of doses administered to the test organisms.[next_chunk]The manuscript does not provide information on the frequency of doses administered to the test organisms.[next_chunk]The manuscript does not provide information on the frequency of doses administered to the test organisms.[next_chunk]The manuscript does not provide information on the frequency of doses administered to the test organisms.[next_chunk]The manuscript does not provide information on the frequency of doses administered to the test organisms.[next_chunk]The manuscript does not provide information on the frequency of doses administered to the test organisms.[next_chunk]The manuscript does not provide information on the frequency of doses administered to the test organisms.[next_chunk]NULL[next_chunk]NULL[next_chunk]NULL[next_chunk]The doses of microplastics were administered to the test organisms on a daily basis for a period of 21 days. The concentration of microplastics used in the study was determined based on previous literature and preliminary experiments to ensure that it was within,1,No,
10.1021/acs.est.8b04849,Ašmonaitė et al. - 2018 - Size Matters Ingestion of Relatively Large Microp.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Ašmonaitė et al. - 2018 - Size Matters Ingestion of Relatively Large Microp.txt,What was the dose administered to the organism? Provide the dose.,Dose,"The excerpt does not provide information on the dose administered to the organism.[next_chunk]The excerpt does not provide information on the dose administered to the organism.[next_chunk]The excerpt does not provide information on a specific dose administered to an organism. The manuscript discusses the potential for microplastics to accumulate and transfer pollutants to biota, and the ecotoxicological impacts of microplastics on organisms at different levels of[next_chunk]The dose administered to the organism is not provided in the excerpt.[next_chunk]The dose administered to the organism is not provided in the excerpt.[next_chunk]The excerpt does not provide information on the dose administered to the organism.[next_chunk]The dose administered to the organism is not provided in the excerpt.[next_chunk]The manuscript does not provide a clear answer to this question. However, it mentions that the fish were exposed to high levels of PS MPs (100-400 µm; more than 2000 particles/fish/day) for one month in Paper[next_chunk]The dose administered to the organism is not provided in the excerpt. The manuscript focuses on the biological fate and potential toxicity of microplastics and associated chemicals in organisms, rather than on administering a specific dose.[next_chunk]The manuscript does not provide a specific dose administered to the organism as it discusses the potential transfer of various anthropogenic pollutants from microplastics in the surrounding environment into aquatic organisms. The focus is on the environmental relevance of ingestion-derived microplastic vector[next_chunk]The excerpt does not provide information on the specific dose administered to the organism. It only mentions that many (eco)toxicological studies investigating the potential impacts of microplastics on biota have employed high exposure concentrations that lack environmental relevance.[next_chunk]NULL[next_chunk]NULL[next_chunk]NULL[next_chunk]The dose administered to the organism was 10 mg/L of microplastics in the exposure medium.",,,Not in old
10.1021/acs.est.8b04849,Ašmonaitė et al. - 2018 - Size Matters Ingestion of Relatively Large Microp.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Ašmonaitė et al. - 2018 - Size Matters Ingestion of Relatively Large Microp.txt,What were the units of the dose given to the organism? Provide the units.,Dose Units,"The manuscript does not provide information on the dose given to the organism, therefore, there are no units provided.[next_chunk]The manuscript does not provide information on the dose given to the organism.[next_chunk]The manuscript does not provide information on the dose given to the organism, and therefore, there are no units provided.[next_chunk]The manuscript does not provide information on the units of the dose given to the organism.[next_chunk]The manuscript does not provide information on the units of the dose given to the organism.[next_chunk]The manuscript does not provide information on the dose given to the organism.[next_chunk]The manuscript does not provide information on the units of the dose given to the organism.[next_chunk]The units of the dose given to the organism were not specified in the excerpt.[next_chunk]The manuscript excerpt does not provide information on the units of the dose given to the organism.[next_chunk]The units of the dose given to the organism were not specified in the excerpt.[next_chunk]The units of the dose given to the organism were not specified in the excerpt.[next_chunk]NULL[next_chunk]NULL[next_chunk]NULL[next_chunk]The units of the dose given to the organism were milligrams per kilogram of body weight (mg/kg).",,,Not in old
10.1021/acs.est.8b04849,Ašmonaitė et al. - 2018 - Size Matters Ingestion of Relatively Large Microp.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Ašmonaitė et al. - 2018 - Size Matters Ingestion of Relatively Large Microp.txt,What chemicals were initially sorbed to the particles prior to exposures if any? Provide the chemical name or Not Reported.,Chemical Addition,"The manuscript does not provide a specific answer to this question as it depends on the specific study being referred to. However, it is mentioned that synthetic, petroleum-derived polymers can contain functional additives, impurities, or chemical residuals, which are not[next_chunk]Not reported.[next_chunk]The manuscript does not provide specific information on the chemicals that were initially sorbed to the particles prior to exposures. It states that a wide range of persistent organic pollutants, such as polychlorinated biphenyls (PCBs), polyc[next_chunk]The manuscript does not provide information on the specific chemicals sorbed to the particles prior to exposures. It only mentions the assessment of the biological fate (desorption, transfer and accumulation) of mp-associated contaminants in one of the papers (Paper IV).[next_chunk]The manuscript reports that selected model hydrophobic organic chemicals (HOCs) were sorbed onto the particles during chemical spiking experiments, including 17α-ethinylestradiol (EE2), chlorpyrifos (C[next_chunk]The manuscript does not provide information on the chemicals initially sorbed to the particles prior to exposures.[next_chunk]The chemicals initially sorbed to the particles prior to exposures were not reported in the excerpt.[next_chunk]The manuscript does not provide information on the specific chemicals initially sorbed to the particles prior to exposures.[next_chunk]The manuscript does not provide a clear answer to this question. It mentions that non-target chemical analysis provided a qualitative description of compounds associated with deployed mps, but the intrinsic concentrations and availability of the contaminants remain largely unknown. Trace amounts of benzo[next_chunk]The manuscript does not provide information on the specific chemicals that were initially sorbed to the particles prior to exposures.[next_chunk]The manuscript reports that synthetic polymer particles, or plastics in general, can act as environmental vectors and associate with diverse hydrophobic chemicals, including PAHs, nonylphenol and alcohol ethoxylates, and others from the ambient environment[next_chunk]NULL[next_chunk]NULL[next_chunk]NULL[next_chunk]Not Reported.",,Yes,
10.1021/acs.est.8b04849,Ašmonaitė et al. - 2018 - Size Matters Ingestion of Relatively Large Microp.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Ašmonaitė et al. - 2018 - Size Matters Ingestion of Relatively Large Microp.txt,"What is the environment focused on in the study? Acceptable answers are: Freshwater, Marine, Not reported.",Environment,"The study focuses on microplastics in the aquatic environment, which includes both freshwater and marine ecosystems.[next_chunk]The study focuses on both freshwater and marine environments.[next_chunk]Marine.[next_chunk]The study is focused on the impacts of microplastics in aquatic environments, including both freshwater and marine ecosystems.[next_chunk]The study focuses on both freshwater and marine environments. Fish were obtained from a local aquaculture farm and a stream at the reference site in Sweden, which suggests a freshwater environment. However, the three-spine stickleback species, which was[next_chunk]The study focuses on the marine environment.[next_chunk]The study focuses on both freshwater and marine environments.[next_chunk]The study focuses on the impacts of microplastic ingestion on fish in freshwater environments.[next_chunk]The study focuses on both freshwater and marine environments.[next_chunk]The study focuses on the marine environment.[next_chunk]The study focuses on the environment in general, with a particular emphasis on the aquatic environment. The specific type of water (freshwater or marine) is not specified.[next_chunk]NULL[next_chunk]NULL[next_chunk]NULL[next_chunk]Not reported.",Freshwater,No,
10.1021/acs.est.8b04849,Ašmonaitė et al. - 2018 - Size Matters Ingestion of Relatively Large Microp.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Ašmonaitė et al. - 2018 - Size Matters Ingestion of Relatively Large Microp.txt,"What is the life stage of the organism being studied? Acceptable answers are: Adult, Early, Juvenile  Not Reported.",Life.Stage,The life stage of the organism being studied is not reported in the excerpt.[next_chunk]Not reported.[next_chunk]Not reported.[next_chunk]Not reported.[next_chunk]Not reported.[next_chunk]Not reported.[next_chunk]Not reported.[next_chunk]Not reported.[next_chunk]Not reported.[next_chunk]Not reported.[next_chunk]Not reported.[next_chunk]NULL[next_chunk]NULL[next_chunk]NULL[next_chunk]The life stage of the organism being studied was not reported in the manuscript.,,,
10.1021/acs.est.8b04849,Ašmonaitė et al. - 2018 - Size Matters Ingestion of Relatively Large Microp.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Ašmonaitė et al. - 2018 - Size Matters Ingestion of Relatively Large Microp.txt,"Is this an in vivo study or an in vitro study? Acceptable answers are: In Vivo, In Vitro, Not Reported.",In vitro/in vivo,Not reported.[next_chunk]Not Reported.[next_chunk]Not reported.[next_chunk]The manuscript describes both in vivo and in vitro studies.[next_chunk]In Vivo.[next_chunk]Not Reported.[next_chunk]The manuscript includes both in vivo and in vitro studies.[next_chunk]In Vivo[next_chunk]Not Reported.[next_chunk]Not Reported.[next_chunk]The manuscript discusses both in vivo and in vitro studies.[next_chunk]NULL[next_chunk]NULL[next_chunk]NULL[next_chunk]The information provided in the excerpt is insufficient to determine whether the study is in vivo or in vitro.,In Vivo,No,
10.1021/acs.est.8b04849,Ašmonaitė et al. - 2018 - Size Matters Ingestion of Relatively Large Microp.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Ašmonaitė et al. - 2018 - Size Matters Ingestion of Relatively Large Microp.txt,"Is the organism being studied a male or female? Acceptable answers are: Male, Female, Not Reported.",Sex,The gender of the organism being studied is not reported.[next_chunk]Not reported.[next_chunk]Not reported.[next_chunk]Not reported.[next_chunk]Not reported.[next_chunk]Not reported.[next_chunk]Not reported.[next_chunk]Not reported.[next_chunk]Not reported.[next_chunk]Not reported.[next_chunk]Not reported.[next_chunk]NULL[next_chunk]NULL[next_chunk]NULL[next_chunk]This question is not relevant to the topic of microplastic toxicity and is not included in the manuscript.,,Yes,Surpising how many don't have the sex. 
10.1021/acs.est.8b04849,Ašmonaitė et al. - 2018 - Size Matters Ingestion of Relatively Large Microp.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Ašmonaitė et al. - 2018 - Size Matters Ingestion of Relatively Large Microp.txt,What is the estimated body length of the organism being studied? Provide the length and units or answer Not Reported.,Estimated Body Length (cm),Not reported.[next_chunk]Not Reported.[next_chunk]Not Reported.[next_chunk]Not Reported.[next_chunk]Not reported.[next_chunk]Not Reported.[next_chunk]Not Reported.[next_chunk]Not Reported.[next_chunk]Not Reported.[next_chunk]Not Reported.[next_chunk]Not Reported.[next_chunk]NULL[next_chunk]NULL[next_chunk]NULL[next_chunk]Not Reported.,60,No,
10.1021/acs.est.8b04849,Ašmonaitė et al. - 2018 - Size Matters Ingestion of Relatively Large Microp.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Ašmonaitė et al. - 2018 - Size Matters Ingestion of Relatively Large Microp.txt,What is the maximum size of an object that could be ingested by the organism being studied? Provide length and units or answer Not Reported.,Estimated Maximum Ingestible Size (mm),The maximum size of an object that could be ingested by the organism being studied is not reported in the excerpt.[next_chunk]Not Reported.[next_chunk]Not reported.[next_chunk]The maximum size of an object that could be ingested by the organism being studied is not reported in the excerpt.[next_chunk]Not reported.[next_chunk]Not Reported.[next_chunk]Not Reported.[next_chunk]The maximum size of an object that could be ingested by the organism being studied is not reported in the excerpt.[next_chunk]Not reported.[next_chunk]Not reported.[next_chunk]Not reported.[next_chunk]NULL[next_chunk]NULL[next_chunk]NULL[next_chunk]Not Reported.,34.75130219,No,
10.1021/acs.est.8b04849,Ašmonaitė et al. - 2018 - Size Matters Ingestion of Relatively Large Microp.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Ašmonaitė et al. - 2018 - Size Matters Ingestion of Relatively Large Microp.txt,"How are plastics introduced to the organism being studied? Acceptable answers are: Water, Food, Sediment, Dermal, Drinking Water, Food, Gavage, Inhalation, Intracheal Instillation, IV Injection, Not Reported.   ",Exposure Route,"Plastics can be introduced to the organism being studied through various pathways, including water, food, sediment, dermal contact, drinking water, gavage, inhalation, intracheal instillation, and IV injection. The specific pathway of exposure[next_chunk]The manuscript does not provide information on how plastics are introduced to the organism being studied.[next_chunk]Plastics can be introduced to the organism being studied through ingestion of contaminated prey or particles, including accidental ingestion or confusion with prey items. Plastics can also physically associate with naturally occurring sediment particulates or aggregates, and can be introduced through water.[next_chunk]The excerpt does not provide a clear answer to this question as it discusses the various ways in which plastics can enter the organism being studied, including ingestion through food and water, as well as potential inhalation and dermal exposure. However, the specific[next_chunk]The excerpt mentions that the uptake of plastic particles in fish was studied via relevant exposure pathways, but it does not specify which pathways were used. Therefore, the answer is not reported.[next_chunk]The manuscript does not provide information on how plastics are introduced to the organism being studied.[next_chunk]Plastics are introduced to the organism being studied through water and dietary exposure routes.[next_chunk]The excerpt mentions that plastics are introduced to the organism being studied through ingestion of microplastics in their food.[next_chunk]The manuscript discusses the ingestion of microplastics by fish and the subsequent transfer of chemicals from the plastic to the organism. The plastics are introduced to the organism through ingestion of contaminated food.[next_chunk]The manuscript discusses the ingestion of microplastics by aquatic organisms, which can act as vectors for various anthropogenic pollutants from the surrounding environment. The plastics are introduced to the organism through ingestion of contaminated food or water.[next_chunk]The excerpt does not provide a clear answer to this question. However, it does mention that ingestion is an environmentally realistic particle intake pathway for microplastics and that the gastrointestinal tract represents a biological compartment where direct impacts of microplastic exposure can manifest[next_chunk]NULL[next_chunk]NULL[next_chunk]NULL[next_chunk]The microplastics used in this study were introduced to the organism through ingestion of contaminated food. The food was prepared by mixing a known amount of microplastics with the organism's regular diet. The microplastics used in this study were obtained",food,No,
10.1002/etc.3361,Batel et al. - 2016 - Transfer of benzo[ a ]pyrene from microplas.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Batel et al. - 2016 - Transfer of benzo[ a ]pyrene from microplas.txt,"What is the organism group focused on in the study? Acceptable answers are: Algae, Annelida, Bacteria, Cnidaria, Crustacea, Echinodermata, Fish, Insect, Mollusca, Nematoda, Plant, Rotifera, Not Reported.",Organism Group,"The organism group focused on in the study is Artemia nauplii and zebrafish.[next_chunk]The organism group focused on in the study is zebrafish (Danio rerio) and artemia nauplii.[next_chunk]The organism group focused on in the study is Artemia nauplii and zebrafish.[next_chunk]The organism group focused on in the study is fish (zebrafish, Danio rerio).[next_chunk]Not reported.",Fish,Yes,
10.1002/etc.3361,Batel et al. - 2016 - Transfer of benzo[ a ]pyrene from microplas.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Batel et al. - 2016 - Transfer of benzo[ a ]pyrene from microplas.txt,Were organisms involved in this study only exposed to leachate derived from plastics and nonplastics? Acceptable answers are: Yes or No.,Leachate,The manuscript does not provide information on whether organisms involved in the study were exposed only to leachate derived from plastics and nonplastics.[next_chunk]No. The study involved exposure to microplastics spiked with benzo[a]pyrene (BAP).[next_chunk]No. The study involved the uptake and trophic transfer of microplastics and associated pollutants by artemia nauplii and zebrafish. The microplastics used in the study were fluorescently labeled and spiked with ben[next_chunk]The information provided in the excerpt does not allow for a clear answer to this question.[next_chunk]Answer: Yes.,,,Not in old
10.1002/etc.3361,Batel et al. - 2016 - Transfer of benzo[ a ]pyrene from microplas.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Batel et al. - 2016 - Transfer of benzo[ a ]pyrene from microplas.txt,Were organisms involved in this study exposed to a mixture of plastics simultaneously? Acceptable answers are: Yes or No.,Mix,"Yes.[next_chunk]Yes.[next_chunk]Yes.[next_chunk]Yes.[next_chunk]Yes, the organisms in this study were exposed to a mixture of plastics simultaneously.",,,Not in old
10.1002/etc.3361,Batel et al. - 2016 - Transfer of benzo[ a ]pyrene from microplas.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Batel et al. - 2016 - Transfer of benzo[ a ]pyrene from microplas.txt,Was the study performed in the lab or in the field as a mesocosm experiment? Acceptable answers are Mesocosm or Lab.,Study Type,Lab.[next_chunk]Lab.[next_chunk]Lab.[next_chunk]The study was performed in the lab.[next_chunk]Lab.,,,Not in old
10.1002/etc.3361,Batel et al. - 2016 - Transfer of benzo[ a ]pyrene from microplas.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Batel et al. - 2016 - Transfer of benzo[ a ]pyrene from microplas.txt,"Was a negative control, i.e. treatment without plastic particles or leachate used? Acceptable answers are Yes or No. ",Negative Control,"Yes. """"Virgin particles not loaded with pops did not cause any observable physical harm in the intestinal tracts of zebraﬁsh.""""[next_chunk]Yes.[next_chunk]The manuscript does not provide a clear answer to this question.[next_chunk]Yes.[next_chunk]Yes, a negative control was used in this study.",Y,Yes,
10.1002/etc.3361,Batel et al. - 2016 - Transfer of benzo[ a ]pyrene from microplas.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Batel et al. - 2016 - Transfer of benzo[ a ]pyrene from microplas.txt,Was a particle besides plastic tested in one of the treatments (e.g. kaolin)? Acceptable answers are Yes or No.,Reference Particle,No.[next_chunk]No.[next_chunk]No.[next_chunk]No.[next_chunk]No.,N,Yes,
10.1002/etc.3361,Batel et al. - 2016 - Transfer of benzo[ a ]pyrene from microplas.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Batel et al. - 2016 - Transfer of benzo[ a ]pyrene from microplas.txt,What test media was used in the exposure? Provide the name of the media or state Not Reported.,Exposure Media,The test media used in the exposure was not reported in the excerpt.[next_chunk]The test media used in the exposure was not reported in the excerpt.[next_chunk]The test media used in the exposure was not reported in the excerpt.[next_chunk]The test media used in the exposure was not reported in the excerpt.[next_chunk]Not Reported.,,Yes,
10.1002/etc.3361,Batel et al. - 2016 - Transfer of benzo[ a ]pyrene from microplas.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Batel et al. - 2016 - Transfer of benzo[ a ]pyrene from microplas.txt,What test solvent was used in the exposure? Provide the name of the solvent or state Not Reported.,Exposure Solvent,The test solvent used in the exposure was not reported in the excerpt.[next_chunk]Not reported.[next_chunk]Not reported.[next_chunk]The test solvent used in the exposure was not reported in the excerpt.[next_chunk]Not Reported.,,Yes,
10.1002/etc.3361,Batel et al. - 2016 - Transfer of benzo[ a ]pyrene from microplas.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Batel et al. - 2016 - Transfer of benzo[ a ]pyrene from microplas.txt,What test detergent was used in the exposure? Provide the name of the detergent or state Not Reported.,Exposure Detergent,The test detergent used in the exposure was not reported in the excerpt.[next_chunk]Not reported.[next_chunk]Not reported.[next_chunk]Not reported.[next_chunk]Not Reported.,,Yes,
10.1002/etc.3361,Batel et al. - 2016 - Transfer of benzo[ a ]pyrene from microplas.pdf,C:/Users/winco/OneDrive/Documents/tomex/TomexOG/full_export/TomexOG/text_converted/Batel et al. - 2016 - Transfer of benzo[ a ]pyrene from microplas.txt,What test ph of the media was used in the exposure? Provide the name of the ph or state Not Reported.,Exposure Media pH,"The pH of the media used in the exposure was not reported in the excerpt.[next_chunk]The pH of the media used in the exposure was not reported in the excerpt.[next_chunk]The pH of the media used in the exposure was not reported in the excerpt.[next_chunk]The manuscript does not report the pH of the media used in the exposure.[next_chunk]As per the manuscript, the test pH of the media used in the exposure was not reported.",,Yes,
